ELECCION_ID,ELECCION,COD_DEPTO,DEPARTAMENTO,MUNICIPIO_ID,COD_MUNIC,MUNICIPIO,COD_CENTRO,CENTRO,JRV_ID,SOBRANTES,INUTILIZADAS,FMLN,GANA,VAMOS,ARENA,PCN,PDC,DS,ARENA_PCN_PDC_DS,TOTAL_ARENA_PCN_PDC_DS,IMPUGNADOS,NULOS,ABSTENCIONES,FALTANTES,VOTOS_VALIDOS,OTROS_VOTOS,VV_MAS_OTROS,TOTALES
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,2,ESCUELA SALESIANA DOMINGO SAVIO,11,265,0,34,148,7,129,3,1,0,10,143,0,3,0,0,332,3,335,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,2,ESCUELA SALESIANA DOMINGO SAVIO,12,219,0,32,163,3,163,4,2,0,7,176,0,7,0,0,374,7,381,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,2,ESCUELA SALESIANA DOMINGO SAVIO,13,236,0,41,171,2,132,1,2,0,9,144,0,6,0,0,358,6,364,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,2,ESCUELA SALESIANA DOMINGO SAVIO,14,233,0,34,184,2,126,5,1,0,9,141,0,6,0,0,361,6,367,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,2,ESCUELA SALESIANA DOMINGO SAVIO,15,239,0,41,177,3,123,3,1,0,8,135,0,5,0,0,356,5,361,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,2,ESCUELA SALESIANA DOMINGO SAVIO,16,252,0,33,179,8,115,2,3,1,4,125,0,2,1,0,345,3,348,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,2,ESCUELA SALESIANA DOMINGO SAVIO,17,239,0,31,209,7,94,2,2,1,11,110,0,4,0,0,357,4,361,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,2,ESCUELA SALESIANA DOMINGO SAVIO,18,263,0,30,169,7,120,1,0,0,9,130,0,1,0,0,336,1,337,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,2,ESCUELA SALESIANA DOMINGO SAVIO,19,253,0,38,167,6,127,2,0,0,4,133,1,1,1,0,344,3,347,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,2,ESCUELA SALESIANA DOMINGO SAVIO,20,244,1,30,184,6,124,2,0,0,5,131,0,4,0,0,351,4,355,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,2,ESCUELA SALESIANA DOMINGO SAVIO,21,253,0,30,187,4,117,0,0,0,8,125,0,0,1,0,346,1,347,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,2,ESCUELA SALESIANA DOMINGO SAVIO,22,264,0,48,166,5,102,0,2,0,9,113,0,4,0,0,332,4,336,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,2,ESCUELA SALESIANA DOMINGO SAVIO,23,461,0,16,82,0,33,0,0,0,4,37,0,3,1,0,135,4,139,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,3,CENTRO ESCOLAR REPUBLICA DOMINICANA,24,261,0,41,189,4,95,1,1,0,5,102,0,3,0,0,336,3,339,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,3,CENTRO ESCOLAR REPUBLICA DOMINICANA,25,263,0,42,163,0,114,2,1,1,9,127,0,5,0,0,332,5,337,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,3,CENTRO ESCOLAR REPUBLICA DOMINICANA,26,231,1,43,196,3,118,0,1,0,5,124,0,1,1,0,366,2,368,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,3,CENTRO ESCOLAR REPUBLICA DOMINICANA,27,242,0,44,174,5,121,0,4,0,7,132,0,3,0,0,355,3,358,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,3,CENTRO ESCOLAR REPUBLICA DOMINICANA,28,271,0,38,200,7,77,0,1,0,5,83,0,1,0,0,328,1,329,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,4,CENTRO ESCOLAR REPUBLICA DE ALEMANIA,29,235,1,44,184,10,104,2,2,0,9,117,0,9,0,0,355,9,364,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,4,CENTRO ESCOLAR REPUBLICA DE ALEMANIA,30,229,0,34,185,7,134,2,0,0,8,144,0,1,0,0,370,1,371,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,4,CENTRO ESCOLAR REPUBLICA DE ALEMANIA,31,239,0,35,170,8,129,2,4,0,8,143,0,5,0,0,356,5,361,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,4,CENTRO ESCOLAR REPUBLICA DE ALEMANIA,32,251,0,28,192,11,107,1,2,0,1,111,0,4,3,0,342,7,349,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,4,CENTRO ESCOLAR REPUBLICA DE ALEMANIA,33,219,0,41,188,9,128,0,2,0,9,139,0,4,0,0,377,4,381,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,4,CENTRO ESCOLAR REPUBLICA DE ALEMANIA,34,249,0,31,183,7,114,2,2,0,8,126,0,4,0,0,347,4,351,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,4,CENTRO ESCOLAR REPUBLICA DE ALEMANIA,35,203,0,56,182,5,139,0,1,1,6,147,0,7,0,0,390,7,397,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,4,CENTRO ESCOLAR REPUBLICA DE ALEMANIA,36,217,0,37,186,10,136,0,0,0,8,144,0,6,0,0,377,6,383,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,4,CENTRO ESCOLAR REPUBLICA DE ALEMANIA,37,238,1,38,189,10,114,2,1,0,6,123,0,1,0,0,360,1,361,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,4,CENTRO ESCOLAR REPUBLICA DE ALEMANIA,38,514,0,11,50,1,20,0,0,0,2,22,0,2,0,0,84,2,86,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,5,INSTITUTO NACIONAL  GENERAL FRANCISCO MENENDEZ,39,235,0,31,191,7,116,1,6,1,5,129,1,6,0,0,358,7,365,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,5,INSTITUTO NACIONAL  GENERAL FRANCISCO MENENDEZ,40,223,0,36,197,6,123,1,0,1,8,133,0,5,0,0,372,5,377,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,5,INSTITUTO NACIONAL  GENERAL FRANCISCO MENENDEZ,41,249,0,25,177,4,132,1,0,0,6,139,0,6,0,0,345,6,351,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,5,INSTITUTO NACIONAL  GENERAL FRANCISCO MENENDEZ,42,253,0,27,181,4,123,3,0,0,6,132,0,3,0,0,344,3,347,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,5,INSTITUTO NACIONAL  GENERAL FRANCISCO MENENDEZ,43,255,0,46,164,2,113,1,1,0,13,128,0,5,0,0,340,5,345,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,5,INSTITUTO NACIONAL  GENERAL FRANCISCO MENENDEZ,44,250,0,25,183,6,121,1,0,3,7,132,0,4,0,0,346,4,350,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,5,INSTITUTO NACIONAL  GENERAL FRANCISCO MENENDEZ,45,234,0,34,181,3,134,0,5,1,7,147,0,1,0,0,365,1,366,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,5,INSTITUTO NACIONAL  GENERAL FRANCISCO MENENDEZ,46,240,0,43,194,10,103,0,0,0,10,113,0,0,0,0,360,0,360,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,5,INSTITUTO NACIONAL  GENERAL FRANCISCO MENENDEZ,47,269,0,35,184,4,96,1,1,0,3,101,0,6,1,0,324,7,331,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,5,INSTITUTO NACIONAL  GENERAL FRANCISCO MENENDEZ,48,216,0,35,215,3,118,2,0,0,6,126,0,5,0,0,379,5,384,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,5,INSTITUTO NACIONAL  GENERAL FRANCISCO MENENDEZ,49,243,0,44,186,3,111,0,1,1,6,119,0,5,0,0,352,5,357,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,5,INSTITUTO NACIONAL  GENERAL FRANCISCO MENENDEZ,50,253,0,37,175,9,101,1,2,1,13,118,0,8,0,0,339,8,347,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,5,INSTITUTO NACIONAL  GENERAL FRANCISCO MENENDEZ,51,240,0,35,186,8,122,1,0,0,6,129,0,2,0,0,358,2,360,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,5,INSTITUTO NACIONAL  GENERAL FRANCISCO MENENDEZ,52,232,0,24,201,6,120,2,1,1,6,130,0,7,0,0,361,7,368,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,5,INSTITUTO NACIONAL  GENERAL FRANCISCO MENENDEZ,53,242,0,30,212,7,97,0,0,0,5,102,3,4,0,0,351,7,358,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,5,INSTITUTO NACIONAL  GENERAL FRANCISCO MENENDEZ,54,249,0,27,200,2,109,0,0,0,9,118,0,4,0,0,347,4,351,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,5,INSTITUTO NACIONAL  GENERAL FRANCISCO MENENDEZ,55,233,2,43,197,7,103,1,1,2,5,112,0,6,0,0,359,6,365,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,5,INSTITUTO NACIONAL  GENERAL FRANCISCO MENENDEZ,56,236,0,37,184,10,121,1,2,1,3,128,0,5,0,0,359,5,364,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,5,INSTITUTO NACIONAL  GENERAL FRANCISCO MENENDEZ,57,235,0,41,188,5,118,1,1,0,4,124,0,6,1,0,358,7,365,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,5,INSTITUTO NACIONAL  GENERAL FRANCISCO MENENDEZ,58,237,0,25,188,10,124,7,0,0,7,138,0,2,0,0,361,2,363,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,5,INSTITUTO NACIONAL  GENERAL FRANCISCO MENENDEZ,59,245,0,38,175,3,119,1,2,0,15,137,0,1,0,1,353,1,354,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,5,INSTITUTO NACIONAL  GENERAL FRANCISCO MENENDEZ,60,451,0,9,111,2,25,0,0,0,0,25,0,2,0,0,147,2,149,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,6,CENTRO ESCOLAR  CONSTITUCION  1950,61,241,0,37,221,3,85,1,2,0,7,95,0,3,0,0,356,3,359,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,6,CENTRO ESCOLAR  CONSTITUCION  1950,62,256,0,44,178,5,108,1,1,0,6,116,0,1,0,0,343,1,344,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,6,CENTRO ESCOLAR  CONSTITUCION  1950,63,258,0,32,191,12,97,0,1,0,3,101,0,6,0,0,336,6,342,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,6,CENTRO ESCOLAR  CONSTITUCION  1950,64,249,1,37,216,4,86,0,0,0,5,91,0,2,0,0,348,2,350,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,6,CENTRO ESCOLAR  CONSTITUCION  1950,65,252,0,25,221,0,90,2,0,0,6,98,0,4,0,0,344,4,348,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,6,CENTRO ESCOLAR  CONSTITUCION  1950,66,265,1,29,194,2,103,0,1,0,2,106,0,3,0,0,331,3,334,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,6,CENTRO ESCOLAR  CONSTITUCION  1950,67,335,0,29,146,3,80,1,0,0,1,82,0,5,0,0,260,5,265,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,7,CENTRO ESCOLAR REPUBLICA DE CHILE,68,240,0,31,195,4,115,1,0,0,8,124,0,6,0,0,354,6,360,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,7,CENTRO ESCOLAR REPUBLICA DE CHILE,69,281,0,24,197,4,80,1,0,0,9,90,2,2,0,0,315,4,319,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,7,CENTRO ESCOLAR REPUBLICA DE CHILE,70,262,0,28,195,5,104,0,0,0,4,108,0,2,0,0,336,2,338,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,7,CENTRO ESCOLAR REPUBLICA DE CHILE,71,254,3,17,218,3,94,0,0,1,8,103,0,2,0,0,341,2,343,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,7,CENTRO ESCOLAR REPUBLICA DE CHILE,72,275,0,28,186,1,100,0,1,0,7,108,0,2,0,0,323,2,325,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,7,CENTRO ESCOLAR REPUBLICA DE CHILE,73,271,0,32,202,1,77,0,2,1,9,89,0,5,0,0,324,5,329,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,8,CENTRO ESCOLAR CATOLICO DE EXALUMNOS SALESIANOS,74,247,0,45,220,1,82,1,1,0,1,85,0,2,0,0,351,2,353,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,8,CENTRO ESCOLAR CATOLICO DE EXALUMNOS SALESIANOS,75,242,0,35,184,4,121,2,1,1,7,132,0,3,0,0,355,3,358,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,8,CENTRO ESCOLAR CATOLICO DE EXALUMNOS SALESIANOS,76,282,0,30,173,1,97,1,3,0,10,111,1,2,0,0,315,3,318,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,8,CENTRO ESCOLAR CATOLICO DE EXALUMNOS SALESIANOS,77,257,0,29,214,2,91,0,1,0,3,95,0,2,1,0,340,3,343,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,8,CENTRO ESCOLAR CATOLICO DE EXALUMNOS SALESIANOS,78,267,0,19,201,3,97,1,2,1,7,108,1,1,0,0,331,2,333,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,8,CENTRO ESCOLAR CATOLICO DE EXALUMNOS SALESIANOS,79,257,0,37,191,0,97,0,1,0,14,112,1,2,0,0,340,3,343,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,8,CENTRO ESCOLAR CATOLICO DE EXALUMNOS SALESIANOS,80,275,0,33,176,0,106,1,0,0,9,116,0,0,0,0,325,0,325,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,8,CENTRO ESCOLAR CATOLICO DE EXALUMNOS SALESIANOS,81,261,0,33,194,1,103,1,0,0,5,109,0,2,0,0,337,2,339,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,8,CENTRO ESCOLAR CATOLICO DE EXALUMNOS SALESIANOS,82,254,0,41,202,3,89,1,1,0,5,96,0,4,0,0,342,4,346,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,8,CENTRO ESCOLAR CATOLICO DE EXALUMNOS SALESIANOS,83,228,3,32,220,2,99,0,5,0,7,111,0,3,1,0,365,4,369,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,8,CENTRO ESCOLAR CATOLICO DE EXALUMNOS SALESIANOS,84,260,0,57,175,5,92,0,2,0,8,102,0,1,0,0,339,1,340,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,8,CENTRO ESCOLAR CATOLICO DE EXALUMNOS SALESIANOS,85,260,0,36,194,1,100,1,0,0,5,106,0,1,2,0,337,3,340,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,8,CENTRO ESCOLAR CATOLICO DE EXALUMNOS SALESIANOS,86,268,1,26,194,2,86,1,2,0,14,103,0,6,0,0,325,6,331,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,8,CENTRO ESCOLAR CATOLICO DE EXALUMNOS SALESIANOS,87,254,0,29,205,6,89,2,3,0,8,102,0,4,0,0,342,4,346,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,8,CENTRO ESCOLAR CATOLICO DE EXALUMNOS SALESIANOS,88,266,0,25,184,1,117,0,0,0,5,122,0,2,0,0,332,2,334,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,8,CENTRO ESCOLAR CATOLICO DE EXALUMNOS SALESIANOS,89,248,0,35,204,3,99,0,1,0,6,106,0,4,0,0,348,4,352,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,8,CENTRO ESCOLAR CATOLICO DE EXALUMNOS SALESIANOS,90,324,0,31,173,3,57,4,1,0,4,66,0,1,0,2,273,1,274,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,9,COMPLEJO EDUCATIVO CATOLICO  FE Y ALEGRIA,91,257,0,42,205,3,85,0,4,0,3,92,0,1,0,0,342,1,343,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,9,COMPLEJO EDUCATIVO CATOLICO  FE Y ALEGRIA,92,296,0,36,199,4,57,0,2,0,3,62,0,3,0,0,301,3,304,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,9,COMPLEJO EDUCATIVO CATOLICO  FE Y ALEGRIA,93,302,0,31,191,1,53,1,5,0,9,68,0,7,0,0,291,7,298,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,9,COMPLEJO EDUCATIVO CATOLICO  FE Y ALEGRIA,94,287,0,43,201,4,57,0,0,0,7,64,0,1,0,0,312,1,313,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,9,COMPLEJO EDUCATIVO CATOLICO  FE Y ALEGRIA,95,267,0,40,210,3,69,1,1,0,6,77,0,2,1,0,330,3,333,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,9,COMPLEJO EDUCATIVO CATOLICO  FE Y ALEGRIA,96,276,0,55,185,3,66,0,0,1,9,76,0,5,0,0,319,5,324,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,9,COMPLEJO EDUCATIVO CATOLICO  FE Y ALEGRIA,97,280,0,39,188,2,81,1,1,0,5,88,0,3,0,0,317,3,320,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,9,COMPLEJO EDUCATIVO CATOLICO  FE Y ALEGRIA,98,299,0,38,186,2,65,0,0,0,5,70,0,5,0,0,296,5,301,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,9,COMPLEJO EDUCATIVO CATOLICO  FE Y ALEGRIA,99,294,0,42,178,2,71,0,4,0,6,81,0,3,0,0,303,3,306,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,9,COMPLEJO EDUCATIVO CATOLICO  FE Y ALEGRIA,100,511,0,15,51,2,18,0,0,0,2,20,0,1,0,0,88,1,89,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,10,CENTRO ESCOLAR CINCO DE NOVIEMBRE,101,248,0,36,222,4,82,0,1,0,6,89,0,1,0,0,351,1,352,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,10,CENTRO ESCOLAR CINCO DE NOVIEMBRE,102,249,0,25,213,3,96,1,1,0,8,106,0,4,0,0,347,4,351,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,10,CENTRO ESCOLAR CINCO DE NOVIEMBRE,103,247,0,26,212,2,100,0,1,0,10,111,0,2,0,0,351,2,353,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,10,CENTRO ESCOLAR CINCO DE NOVIEMBRE,104,251,0,38,205,0,93,0,1,0,8,102,0,4,0,0,345,4,349,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,10,CENTRO ESCOLAR CINCO DE NOVIEMBRE,105,255,0,27,218,2,82,0,0,0,9,91,0,5,2,0,338,7,345,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,10,CENTRO ESCOLAR CINCO DE NOVIEMBRE,106,271,0,26,214,2,71,1,0,0,10,82,0,5,0,0,324,5,329,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,10,CENTRO ESCOLAR CINCO DE NOVIEMBRE,107,263,0,36,197,3,77,1,5,0,11,94,0,6,0,1,330,6,336,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,10,CENTRO ESCOLAR CINCO DE NOVIEMBRE,108,537,0,6,48,0,9,0,0,0,0,9,0,0,0,0,63,0,63,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,11,CENTRO ESCOLAR REPUBLICA DE COSTA RICA,109,277,0,34,194,5,76,0,0,1,9,86,0,4,0,0,319,4,323,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,11,CENTRO ESCOLAR REPUBLICA DE COSTA RICA,110,283,0,36,184,4,85,1,0,0,5,91,0,2,0,0,315,2,317,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,11,CENTRO ESCOLAR REPUBLICA DE COSTA RICA,111,256,1,29,201,0,97,0,3,1,9,110,0,3,0,0,340,3,343,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,11,CENTRO ESCOLAR REPUBLICA DE COSTA RICA,112,285,0,26,208,2,69,0,0,1,8,78,0,1,0,0,314,1,315,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,11,CENTRO ESCOLAR REPUBLICA DE COSTA RICA,113,284,0,27,185,0,95,2,1,0,6,104,0,0,0,0,316,0,316,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,11,CENTRO ESCOLAR REPUBLICA DE COSTA RICA,114,287,0,36,187,4,73,0,0,0,10,83,0,3,0,0,310,3,313,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,11,CENTRO ESCOLAR REPUBLICA DE COSTA RICA,115,242,0,34,218,3,90,1,1,1,6,99,0,4,0,0,354,4,358,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,11,CENTRO ESCOLAR REPUBLICA DE COSTA RICA,116,279,0,34,198,0,77,0,1,0,10,88,0,1,0,0,320,1,321,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,11,CENTRO ESCOLAR REPUBLICA DE COSTA RICA,117,274,0,42,183,4,87,3,1,0,4,95,0,1,1,0,324,2,326,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,11,CENTRO ESCOLAR REPUBLICA DE COSTA RICA,118,272,0,35,182,3,96,0,1,0,9,106,0,2,0,0,326,2,328,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,11,CENTRO ESCOLAR REPUBLICA DE COSTA RICA,119,400,0,16,153,0,30,0,0,0,1,31,0,0,0,0,200,0,200,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,12,"REPARTO SANTA MARTA II, CALLE SAN FELIPE",120,220,0,49,241,7,69,0,0,2,9,80,0,3,0,0,377,3,380,600
1,PRESIDENCIAL,1,SAN SALVADOR,1,1,SAN SALVADOR,12,"REPARTO SANTA MARTA II, CALLE SAN FELIPE",121,215,0,31,246,8,86,1,1,1,7,96,0,4,0,0,381,4,385,600
